name,year,selling_price,km_driven,fuel,Company
Maruti Alto K10,2015,240000,80000,Petrol,Maruti
Renault Duster 110PS,2012,320000,110000,Diesel,Renault
Tata Manza Aura,2011,149000,148000,Diesel,Tata
Mahindra Scorpio S11,2018,1500000,40000,Diesel,Mahindra
Hyundai Accent Executive,2011,180000,70000,Petrol,Hyundai
Maruti 800 AC,2008,65000,40000,Petrol,Maruti
Tata Indigo LX,2010,130000,120000,Diesel,Tata
Ford Fiesta Classic,2012,330000,60000,Diesel,Ford
Tata Manza Aura,2011,190000,90000,Diesel,Tata
Maruti Swift VDI,2014,501000,68000,Diesel,Maruti
Honda Amaze S,2017,600000,24500,Diesel,Honda
Mahindra XUV500 W8,2012,570000,77000,Diesel,Mahindra
Honda Amaze VX,2015,450000,85000,Diesel,Honda
Toyota Etios 1.5,2011,285000,45500,Petrol,Toyota
Maruti Swift VDI,2014,490000,67000,Diesel,Maruti
Maruti Swift VDI,2014,500000,77000,Diesel,Maruti
Hyundai EON Magna,2016,275000,47000,Petrol,Hyundai
Tata Tiago XT,2017,440000,57000,Petrol,Tata
Hyundai i20 1.4,2018,825000,71500,Diesel,Hyundai
Toyota Etios Liva,2012,411000,110000,Diesel,Toyota
Maruti Swift Dzire,2013,470000,82000,Diesel,Maruti
Maruti Swift VDI,2013,445000,70000,Diesel,Maruti
Maruti Baleno Zeta,2017,752000,28000,Diesel,Maruti
Maruti Swift VDI,2013,450000,67000,Diesel,Maruti
Honda City 1.5,2011,350000,93500,Petrol,Honda
Maruti Swift VVT,2012,511000,8500,Petrol,Maruti
Maruti Baleno Zeta,2016,700000,80000,Diesel,Maruti
Ford Fiesta 1.4,2007,142000,97000,Petrol,Ford
Tata New Safari,2012,725000,90000,Diesel,Tata
Hyundai i20 1.2,2017,630000,30000,Petrol,Hyundai
Hyundai i20 Sportz,2015,480000,50000,Petrol,Hyundai
Maruti Alto K10,2016,330000,30000,Petrol,Maruti
Maruti Gypsy King,2017,500000,20000,Petrol,Maruti
Volkswagen Polo Diesel,2012,300000,60300,Diesel,Volkswagen
Tata Zest Quadrajet,2015,400000,35000,Diesel,Tata
Tata Safari DICOR,2011,320000,80000,Diesel,Tata
Hyundai i10 Magna,2008,180000,44391,Petrol,Hyundai
Maruti Baleno Sigma,2016,530000,58000,Diesel,Maruti
Mahindra Bolero 2011-2019,2015,600000,40000,Diesel,Mahindra
Maruti Ertiga SHVS,2017,780000,66000,Diesel,Maruti
Honda City i,2016,700000,110000,Diesel,Honda
Chevrolet Beat Diesel,2013,175000,56315,Diesel,Chevrolet
Mahindra Bolero Power,2017,735000,70000,Diesel,Mahindra
Toyota Etios Liva,2013,325000,120000,Diesel,Toyota
Tata Zest Quadrajet,2015,350000,90000,Diesel,Tata
Maruti Zen Estilo,2007,85000,160000,Petrol,Maruti
Toyota Corolla AE,2006,150000,100000,Petrol,Toyota
Maruti Swift Dzire,2009,225000,120000,Diesel,Maruti
Tata Indica Vista,2010,111000,100000,Diesel,Tata
Maruti Wagon R,2007,150000,70000,Petrol,Maruti
Hyundai EON Era,2017,300000,15151,Petrol,Hyundai
Mahindra Scorpio 1.99,2015,630000,60000,Diesel,Mahindra
Hyundai i10 Era,2011,206000,100000,Petrol,Hyundai
Maruti Wagon R,2006,70000,110000,Petrol,Maruti
Hyundai Grand i10,2019,567000,7000,Petrol,Hyundai
Ford EcoSport 1.5,2013,500000,70000,Petrol,Ford
Hyundai Grand i10,2015,400000,128000,Petrol,Hyundai
Toyota Innova 2.5,2012,850000,120000,Diesel,Toyota
Maruti Swift VDI,2014,570000,15000,Diesel,Maruti
Maruti Swift Dzire,2017,699000,60000,Diesel,Maruti
Honda Brio Exclusive,2013,355000,80000,Petrol,Honda
Maruti Swift Dzire,2016,690000,80000,Diesel,Maruti
Ford Fiesta 1.4,2006,180000,114321,Diesel,Ford
Tata Indica Vista,2013,200000,120000,Diesel,Tata
Mahindra Scorpio VLX,2012,575000,120000,Diesel,Mahindra
Toyota Etios Liva,2014,415000,146000,Diesel,Toyota
Hyundai EON D,2017,350000,20000,Petrol,Hyundai
Toyota Platinum Etios,2017,632000,150000,Diesel,Toyota
Hyundai Elantra SX,2013,511000,90000,Petrol,Hyundai
Honda City 1.5,2010,300000,100000,Petrol,Honda
Hyundai i10 Sportz,2008,180000,100000,Petrol,Hyundai
Hyundai i20 1.2,2017,730000,37333,Petrol,Hyundai
Maruti Ertiga VDI,2014,450000,15000,Diesel,Maruti
Hyundai Sonata 2.4,2012,550000,330000,Petrol,Hyundai
Toyota Etios GD,2016,509999,80000,Diesel,Toyota
Toyota Innova 2.5,2015,905000,110000,Diesel,Toyota
Maruti Alto LX,2011,140000,72000,Petrol,Maruti
Toyota Innova 2.5,2006,300000,140000,Diesel,Toyota
Maruti Ritz LXi,2015,300000,80000,Petrol,Maruti
Maruti Swift Dzire,2010,225000,120000,Diesel,Maruti
Toyota Innova 2.5,2015,860000,90000,Diesel,Toyota
Renault Duster 85PS,2012,400000,100000,Diesel,Renault
Maruti Swift Dzire,2009,190000,90000,Petrol,Maruti
Honda Amaze VX,2013,350000,140000,Diesel,Honda
Chevrolet Spark 1.0,2010,75000,120000,Petrol,Chevrolet
Maruti Vitara Brezza,2019,860000,35000,Diesel,Maruti
Maruti Alto K10,2014,250000,50000,Petrol,Maruti
Hyundai Verna 1.4,2017,700000,82000,Diesel,Hyundai
Maruti Swift VDI,2014,399000,70000,Diesel,Maruti
Maruti Ritz LXi,2016,320000,90000,Petrol,Maruti
Toyota Innova 2.5,2011,750000,291000,Diesel,Toyota
Toyota Innova 2.5,2010,750000,250000,Diesel,Toyota
Mahindra Bolero 2011-2019,2018,530000,20000,Diesel,Mahindra
Maruti Ciaz ZDi,2017,750000,53000,Diesel,Maruti
Tata Tiago 1.05,2017,450000,89000,Diesel,Tata
Maruti Swift Dzire,2013,459999,35000,Petrol,Maruti
Maruti Zen Estilo,2013,235000,43000,Petrol,Maruti
Hyundai Santro Xing,2009,180000,80000,Petrol,Hyundai
Hyundai Santro Xing,2007,140000,80000,Petrol,Hyundai
Hyundai i20 Asta,2014,620000,110000,Diesel,Hyundai
Hyundai EON Era,2012,190000,100000,Petrol,Hyundai
Hyundai EON Sportz,2018,380000,25000,Petrol,Hyundai
Ford EcoSport S,2019,1145000,20000,Diesel,Ford
Tata Zest Quadrajet,2017,540000,70000,Diesel,Tata
Toyota Innova 2.5,2011,800000,197000,Diesel,Toyota
Maruti Wagon R,2006,150000,100000,Petrol,Maruti
Mahindra XUV500 W10,2015,919999,140000,Diesel,Mahindra
Maruti Alto LXi,2009,135000,50000,Petrol,Maruti
Tata Tiago 1.2,2017,340000,40300,Petrol,Tata
Toyota Innova 2.5,2010,525000,120000,Diesel,Toyota
Maruti Celerio VXI,2016,411000,25000,Petrol,Maruti
Maruti Wagon R,2010,150000,155000,Petrol,Maruti
Honda Jazz 1.2,2015,575000,50000,Petrol,Honda
Hyundai i20 Asta,2017,595000,30030,Petrol,Hyundai
Hyundai Xcent 1.2,2017,525000,29029,Petrol,Hyundai
Maruti Ritz VDi,2012,335000,72072,Diesel,Maruti
Ford Figo Diesel,2012,300000,54000,Diesel,Ford
Hyundai i20 2015-2017,2012,415000,82082,Diesel,Hyundai
Mahindra XUV500 W8,2016,925000,48000,Diesel,Mahindra
Maruti Ertiga BSIV,2016,750000,20000,Petrol,Maruti
Hyundai Verna CRDi,2018,1150000,49000,Diesel,Hyundai
Maruti Swift Dzire,2011,347000,80600,Diesel,Maruti
Hyundai EON Magna,2013,195000,58609,Petrol,Hyundai
Hyundai i20 Magna,2016,590000,16500,Petrol,Hyundai
Toyota Innova 2.5,2012,650000,138000,Diesel,Toyota
Mahindra Scorpio 2009-2014,2013,509999,165500,Diesel,Mahindra
Maruti Swift Dzire,2011,350000,120000,Diesel,Maruti
Tata Nexon 1.5,2018,749000,30000,Diesel,Tata
Tata Indigo CS,2010,150000,70000,Diesel,Tata
Mahindra Verito 1.5,2011,200000,120000,Diesel,Mahindra
Tata Indica Vista,2014,240000,168000,Diesel,Tata
Honda Amaze E,2017,515000,60000,Diesel,Honda
Maruti Alto LXi,2008,145000,120000,Petrol,Maruti
Maruti Wagon R,2016,450000,5800,Petrol,Maruti
Maruti A-Star Lxi,2010,179000,68700,Petrol,Maruti
Hyundai Verna Xi,2007,220000,108000,Petrol,Hyundai
Ford EcoSport 1.5,2018,850000,90000,Petrol,Ford
Volkswagen Polo Petrol,2011,270000,60000,Petrol,Volkswagen
Hyundai EON Magna,2016,335000,17000,Petrol,Hyundai
Maruti Wagon R,2018,459999,5000,Petrol,Maruti
Maruti Vitara Brezza,2017,710000,60000,Diesel,Maruti
Maruti Swift Dzire,2015,330000,140000,Diesel,Maruti
Tata Nexon 1.2,2018,750000,25000,Petrol,Tata
Chevrolet Spark 1.0,2016,160000,50000,Petrol,Chevrolet
Chevrolet Beat Diesel,2016,215000,60000,Diesel,Chevrolet
Tata Nano Cx,2012,60000,40000,Petrol,Tata
Maruti Swift Dzire,2014,480000,72000,Petrol,Maruti
Tata Manza Aqua,2012,140000,195000,Diesel,Tata
Hyundai EON D,2012,200000,70000,Petrol,Hyundai
Hyundai EON Era,2012,180000,100000,Petrol,Hyundai
Maruti Swift VXI,2015,550000,25000,Petrol,Maruti
Maruti Swift VDI,2016,550000,50000,Diesel,Maruti
Maruti Ertiga VDI,2012,550000,67000,Diesel,Maruti
Maruti Zen Estilo,2011,270000,30000,Petrol,Maruti
Renault Pulse RxL,2013,315000,85000,Diesel,Renault
Mahindra Thar CRDe,2018,875000,25000,Diesel,Mahindra
Toyota Innova 2.5,2007,400000,170000,Diesel,Toyota
Mahindra Scorpio EX,2014,540000,110000,Diesel,Mahindra
Hyundai Verna 1.6,2011,360000,80000,Diesel,Hyundai
Maruti Wagon R,2014,300000,31000,Petrol,Maruti
Hyundai Grand i10,2014,350000,100000,Diesel,Hyundai
Mahindra NuvoSport N8,2016,650000,130000,Diesel,Mahindra
Maruti Wagon R,2016,350000,20000,Petrol,Maruti
Ford EcoSport 1.5,2017,700000,60000,Diesel,Ford
Maruti Swift Dzire,2013,415000,102996,Diesel,Maruti
Hyundai i20 Sportz,2015,550000,60000,Diesel,Hyundai
Mahindra XUV500 W8,2012,595000,129000,Diesel,Mahindra
Toyota Fortuner 2.5,2015,2000000,120000,Diesel,Toyota
Tata Safari DICOR,2010,400000,120000,Diesel,Tata
Maruti Wagon R,2017,340000,52412,Petrol,Maruti
Mahindra Scorpio SLE,2012,480000,85472,Diesel,Mahindra
Ford EcoSport 1.5,2013,480000,87452,Diesel,Ford
Ford EcoSport 1.5,2018,750000,17000,Diesel,Ford
Maruti Wagon R,2008,100000,66530,Petrol,Maruti
Hyundai i20 Magna,2013,290000,40000,Petrol,Hyundai
Honda City V,2010,285000,79000,Petrol,Honda
Mahindra TUV 300,2016,625000,50000,Diesel,Mahindra
Tata Zest Revotron,2018,459999,35000,Petrol,Tata
Maruti Swift Dzire,2019,650000,10000,Petrol,Maruti
Hyundai i20 Active,2017,600000,15000,Petrol,Hyundai
Maruti Alto 800,2016,300000,5000,Petrol,Maruti
Maruti Alto LXi,2009,150000,40000,Petrol,Maruti
Hyundai Elite i20,2019,590000,10000,Petrol,Hyundai
Hyundai EON Era,2016,310000,25000,Petrol,Hyundai
Tata Zest Revotron,2017,400000,53000,Petrol,Tata
Mahindra Scorpio LX,2014,520000,110000,Diesel,Mahindra
Mahindra XUV300 W8,2019,1000000,22000,Petrol,Mahindra
Honda Amaze VX,2015,509999,75000,Diesel,Honda
Maruti Wagon R,2012,221000,70000,Petrol,Maruti
Volkswagen Vento 1.6,2014,390000,64000,Petrol,Volkswagen
Maruti Alto LXi,2009,195000,40000,Petrol,Maruti
Mahindra Scorpio VLX,2013,600000,60000,Diesel,Mahindra
Hyundai i20 Sportz,2015,615000,72000,Diesel,Hyundai
Hyundai i20 Magna,2013,350000,70000,Diesel,Hyundai
Chevrolet Beat Diesel,2012,140000,75000,Diesel,Chevrolet
Hyundai i20 1.4,2017,650000,32331,Diesel,Hyundai
Hyundai Creta 1.6,2016,1100000,70000,Diesel,Hyundai
Hyundai i20 1.4,2010,285000,80000,Diesel,Hyundai
Chevrolet Spark 1.0,2011,190000,20000,Petrol,Chevrolet
Hyundai Grand i10,2014,400000,40000,Petrol,Hyundai
Toyota Innova Crysta,2016,2100000,40000,Petrol,Toyota
Hyundai i20 Sportz,2015,434999,90000,Petrol,Hyundai
Maruti Swift Dzire,2014,450000,50000,Petrol,Maruti
Hyundai i20 Asta,2015,450000,60000,Petrol,Hyundai
Maruti Swift VDI,2017,580000,30000,Diesel,Maruti
Hyundai Creta 1.6,2016,900000,98000,Diesel,Hyundai
Maruti Ertiga SHVS,2016,750000,50000,Diesel,Maruti
Tata Indigo CS,2009,140000,120000,Diesel,Tata
Hyundai Grand i10,2017,525000,30000,Petrol,Hyundai
Tata Indigo CS,2009,114999,120000,Diesel,Tata
Tata Tiago 1.2,2016,399000,40000,Petrol,Tata
Tata Indica V2,2012,275000,90000,Diesel,Tata
Hyundai i20 1.4,2011,340000,80000,Diesel,Hyundai
Mahindra Ssangyong Rexton,2013,850000,200000,Diesel,Mahindra
Tata Indica V2,2007,70000,110000,Diesel,Tata
Tata Tiago 1.2,2017,430000,38000,Petrol,Tata
Tata Tiago 1.2,2017,430000,35000,Petrol,Tata
Maruti Wagon R,2014,320000,70000,Petrol,Maruti
Renault Fluence Diesel,2012,500000,120000,Diesel,Renault
Renault Duster 110PS,2012,500000,110000,Diesel,Renault
Tata Indica Vista,2010,229999,140000,Diesel,Tata
Mahindra Scorpio VLS,2009,600000,155000,Diesel,Mahindra
Renault Pulse RxL,2017,500000,80000,Diesel,Renault
Mahindra Bolero SLX,2010,315000,120000,Diesel,Mahindra
Maruti Wagon R,2011,265000,80000,Petrol,Maruti
Ford Figo 1.5D,2015,350000,110000,Diesel,Ford
Tata Indigo CR4,2012,200000,230000,Diesel,Tata
Tata Indica V2,2011,114999,172000,Diesel,Tata
Hyundai i20 Magna,2014,425000,25000,Petrol,Hyundai
Ford EcoSport 1.5,2019,900000,35000,Diesel,Ford
Mahindra Scorpio 2009-2014,2014,550000,126000,Diesel,Mahindra
Honda WR-V i-DTEC,2018,900000,30000,Diesel,Honda
Hyundai i10 Era,2011,165000,97000,Petrol,Hyundai
Hyundai Verna 1.6,2016,850000,120000,Diesel,Hyundai
Mahindra Thar CRDe,2014,550000,80000,Diesel,Mahindra
Maruti Swift Dzire,2011,500000,60000,Diesel,Maruti
Hyundai i10 Era,2011,160000,60000,Petrol,Hyundai
Honda City i,2015,670000,60000,Diesel,Honda
Maruti Swift ZDi,2014,430000,90000,Diesel,Maruti
Hyundai Xcent 1.2,2015,375000,30000,Petrol,Hyundai
Hyundai i20 Asta,2016,650000,35000,Petrol,Hyundai
Maruti Swift Dzire,2016,500000,35000,Diesel,Maruti
Mahindra XUV500 W10,2017,1350000,25000,Diesel,Mahindra
Volkswagen Ameo 1.5,2018,600000,40000,Diesel,Volkswagen
Hyundai Creta 1.6,2017,1200000,25000,Diesel,Hyundai
Hyundai Grand i10,2017,550000,23456,Petrol,Hyundai
Mahindra XUV500 W10,2015,1225000,39000,Diesel,Mahindra
Honda WR-V i-VTEC,2017,700000,15000,Petrol,Honda
Maruti Swift Dzire,2013,530000,40000,Diesel,Maruti
Chevrolet Beat LT,2010,150000,70000,Petrol,Chevrolet
Maruti Swift Dzire,2014,475000,40000,Petrol,Maruti
Mahindra Scorpio SLX,2008,375000,136500,Diesel,Mahindra
Mahindra KUV 100,2016,425000,70000,Diesel,Mahindra
Honda City i,2015,800000,90000,Diesel,Honda
Maruti Wagon R,2018,509999,8000,Petrol,Maruti
Toyota Etios Liva,2015,387000,170000,Diesel,Toyota
Maruti Alto 800,2014,235000,25000,Petrol,Maruti
Maruti Swift Vdi,2010,340000,110000,Diesel,Maruti
Mahindra XUV500 W6,2016,1000000,100000,Diesel,Mahindra
Ford Ikon 1.4,2009,160000,115000,Diesel,Ford
Mahindra Scorpio SLX,2008,365000,120000,Diesel,Mahindra
Maruti Swift Vdi,2008,260000,90000,Diesel,Maruti
Honda Jazz V,2018,860000,40000,Petrol,Honda
Hyundai Verna 1.6,2008,114999,55000,Petrol,Hyundai
Maruti Alto LXi,2007,100000,90000,Petrol,Maruti
Volkswagen Vento 1.5,2014,565000,111000,Diesel,Volkswagen
Mahindra Xylo E4,2013,450000,120000,Diesel,Mahindra
Maruti Baleno Zeta,2017,625000,15000,Petrol,Maruti
Maruti Alto 800,2016,280000,30000,Petrol,Maruti
Maruti Alto K10,2017,330000,50000,Petrol,Maruti
Hyundai Creta 1.6,2015,1300000,40000,Diesel,Hyundai
Tata Indica V2,2008,65000,50000,Petrol,Tata
Tata Tiago 1.2,2018,480000,45000,Petrol,Tata
Tata Tiago 1.05,2016,400000,35000,Diesel,Tata
Tata New Safari,2009,500000,80000,Diesel,Tata
Mahindra Xylo E4,2012,320000,120000,Diesel,Mahindra
Mahindra XUV500 W8,2014,750000,90000,Diesel,Mahindra
Mahindra Bolero Power,2017,620000,100000,Diesel,Mahindra
Maruti Swift Dzire,2011,300000,120000,Diesel,Maruti
Hyundai Creta 1.6,2018,1405000,15000,Petrol,Hyundai
Maruti Alto 800,2017,282000,15000,Petrol,Maruti
Maruti Swift Dzire,2017,700000,15000,Petrol,Maruti
Ford Figo Aspire,2017,700000,70000,Diesel,Ford
Ford EcoSport 1.5,2015,600000,135000,Diesel,Ford
Chevrolet Cruze LTZ,2011,430000,80000,Diesel,Chevrolet
Hyundai i20 1.2,2017,575000,19000,Petrol,Hyundai
Hyundai Creta 1.6,2017,875000,42000,Petrol,Hyundai
Maruti Wagon R,2010,180000,77000,Petrol,Maruti
Maruti Ritz VDi,2012,229999,120000,Diesel,Maruti
Toyota Glanza G,2019,800000,10000,Petrol,Toyota
Chevrolet Spark 1.0,2009,60000,110000,Petrol,Chevrolet
Maruti SX4 Vxi,2009,150000,110000,Petrol,Maruti
Tata Indigo Grand,2007,100000,90000,Diesel,Tata
Hyundai Creta 1.6,2015,900000,90000,Petrol,Hyundai
Hyundai i20 1.4,2018,850000,50000,Diesel,Hyundai
Chevrolet Beat Diesel,2014,220000,50000,Diesel,Chevrolet
Maruti Alto 800,2014,250000,40000,Petrol,Maruti
Tata Indica Vista,2012,125000,120000,Diesel,Tata
Tata Tiago 1.2,2017,400000,40000,Petrol,Tata
Hyundai Verna VTVT,2018,1000000,10000,Petrol,Hyundai
Honda City i,2014,600000,160000,Diesel,Honda
Hyundai i20 1.2,2010,250000,60000,Petrol,Hyundai
Mahindra Bolero SLE,2009,310000,110000,Diesel,Mahindra
Mahindra Xylo E4,2014,390000,78000,Diesel,Mahindra
Hyundai Santro Sportz,2019,458000,30000,Petrol,Hyundai
Ford EcoSport 1.5,2018,950000,20000,Diesel,Ford
Maruti Swift Dzire,2017,650000,21000,Petrol,Maruti
Maruti Swift Star,2013,400000,70000,Diesel,Maruti
Hyundai Grand i10,2015,400000,70000,Petrol,Hyundai
Maruti Alto LX,2006,100000,42500,Petrol,Maruti
Hyundai i10 Asta,2012,350000,25000,Petrol,Hyundai
Tata Aria Prestige,2013,450000,80000,Diesel,Tata
Mahindra Scorpio 2.6,2006,350000,90000,Diesel,Mahindra
Volkswagen Polo Diesel,2010,250000,80000,Diesel,Volkswagen
Mahindra Bolero 2011-2019,2013,450000,146000,Diesel,Mahindra
Maruti 800 AC,2013,157000,47200,Petrol,Maruti
Mahindra XUV500 W11,2018,1500000,60000,Diesel,Mahindra
Tata Indica GLS,2007,75000,100000,Petrol,Tata
Tata Sumo CX,2012,250999,120000,Diesel,Tata
Toyota Corolla Altis,2010,350000,80000,Petrol,Toyota
Renault KWID 1.0,2016,300000,34000,Petrol,Renault
Renault Duster 85PS,2017,819999,50000,Diesel,Renault
Tata Indigo TDI,2010,409999,100000,Diesel,Tata
Hyundai Verna 1.6,2008,275000,52000,Petrol,Hyundai
Maruti Ertiga VDI,2013,497000,110000,Diesel,Maruti
Hyundai i20 Asta,2015,500000,70000,Petrol,Hyundai
Mahindra Bolero 2011-2019,2006,170000,120000,Diesel,Mahindra
Ford EcoSport 1.5,2019,975000,30000,Diesel,Ford
Ford Aspire Trend,2018,620000,15000,Petrol,Ford
Honda City i-VTEC,2019,1227000,5000,Petrol,Honda
Ford EcoSport 1.5,2018,950000,40000,Diesel,Ford
Maruti Ertiga VDI,2014,545000,110000,Diesel,Maruti
Maruti Swift VDI,2011,400000,72000,Diesel,Maruti
Maruti Baleno Sigma,2015,562000,60000,Diesel,Maruti
Ford Fiesta 1.5,2015,590000,80000,Diesel,Ford
Hyundai Xcent 1.1,2016,350000,120000,Diesel,Hyundai
Maruti Ignis 1.2,2017,484999,30000,Petrol,Maruti
Tata Indica Vista,2015,240000,110000,Diesel,Tata
Toyota Innova 2.5,2008,500000,219000,Diesel,Toyota
Maruti Alto 800,2017,300000,80000,Petrol,Maruti
Maruti Ciaz RS,2016,750000,80000,Diesel,Maruti
Maruti Swift Dzire,2016,574000,35000,Petrol,Maruti
Tata Indica Vista,2013,200000,167000,Diesel,Tata
Hyundai Creta 1.6,2016,1100000,94000,Diesel,Hyundai
Hyundai Santro Xing,2012,350000,80000,Petrol,Hyundai
Toyota Innova 2.5,2012,700000,246000,Diesel,Toyota
Maruti Baleno Sigma,2019,500000,10000,Petrol,Maruti
Tata Indigo CS,2016,370000,90000,Diesel,Tata
Tata Tigor 2017-2020,2019,600000,5200,Petrol,Tata
Maruti Zen LX,2006,100000,120000,Petrol,Maruti
Maruti Swift VDI,2013,409999,90000,Diesel,Maruti
Honda City i,2016,750000,50000,Petrol,Honda
Hyundai Grand i10,2017,600000,5000,Petrol,Hyundai
Mahindra KUV 100,2018,550000,10500,Petrol,Mahindra
Renault Duster 110PS,2018,950000,26000,Diesel,Renault
Mahindra Scorpio VLX,2014,645000,139000,Diesel,Mahindra
Mahindra XUV500 W8,2014,750000,60000,Diesel,Mahindra
Ford EcoSport 1.5,2015,800000,25000,Petrol,Ford
Toyota Corolla Altis,2010,350000,60000,Petrol,Toyota
Ford EcoSport 1.5,2015,700000,25000,Petrol,Ford
Maruti Swift Dzire,2011,335000,15000,Petrol,Maruti
Maruti Swift Dzire,2012,270000,110000,Diesel,Maruti
Maruti Swift Dzire,2010,320000,100000,Diesel,Maruti
Hyundai Santro Xing,2007,120000,120000,Petrol,Hyundai
Maruti SX4 Vxi,2007,125000,120000,Petrol,Maruti
Maruti Zen Estilo,2007,150000,35000,Petrol,Maruti
Maruti Alto 800,2018,310000,13000,Petrol,Maruti
Maruti Swift Dzire,2015,625000,50000,Diesel,Maruti
Hyundai i10 Magna,2012,267000,40000,Petrol,Hyundai
Hyundai i20 Active,2016,600000,25000,Petrol,Hyundai
Maruti Eeco 7,2011,180000,110000,Petrol,Maruti
Toyota Glanza G,2019,700000,5000,Petrol,Toyota
Maruti 800 AC,2013,121000,50000,Petrol,Maruti
Hyundai Grand i10,2014,350000,80000,Petrol,Hyundai
Toyota Innova 2.5,2012,869999,225000,Diesel,Toyota
Maruti Wagon R,2008,80000,100000,Petrol,Maruti
Hyundai i10 Era,2008,120000,93331,Petrol,Hyundai
Mahindra Scorpio M2DI,2012,370000,120000,Diesel,Mahindra
Mahindra Bolero Power,2015,484999,100000,Diesel,Mahindra
Hyundai Accent CRDi,2006,120000,90000,Diesel,Hyundai
Toyota Fortuner 2.8,2016,3100000,90000,Diesel,Toyota
Maruti Swift Dzire,2019,750000,6500,Petrol,Maruti
Maruti Gypsy King,2010,350000,80000,Petrol,Maruti
Mahindra Scorpio VLS,2008,400000,100000,Diesel,Mahindra
Toyota Etios VD,2015,570000,120000,Diesel,Toyota
Hyundai EON Era,2012,180000,120000,Petrol,Hyundai
Tata Sumo Gold,2018,700000,63000,Diesel,Tata
Ford Ecosport 1.5,2015,685000,109000,Diesel,Ford
Maruti Swift VDI,2015,565000,114000,Diesel,Maruti
Hyundai Grand i10,2014,395000,160000,Diesel,Hyundai
Hyundai i20 Sportz,2013,425000,101000,Diesel,Hyundai
Volkswagen Vento 1.5,2019,1350000,5400,Diesel,Volkswagen
Hyundai Tucson 2.0,2016,1950000,45000,Diesel,Hyundai
Renault KWID AMT,2018,535000,31000,Petrol,Renault
Renault KWID 1.0,2018,500000,31000,Petrol,Renault
Maruti Wagon R,2016,434999,55000,Petrol,Maruti
Tata Nano XTA,2018,250000,55000,Petrol,Tata
Hyundai Verna 1.6,2014,700000,117000,Diesel,Hyundai
Volkswagen Passat 2.0,2012,900000,108000,Diesel,Volkswagen
Maruti Wagon R,2015,425000,75000,Petrol,Maruti
Ford Figo Titanium,2013,325000,158000,Diesel,Ford
Tata Nexon 1.5,2019,1140000,10000,Diesel,Tata
Tata Hexa XE,2017,980000,53000,Diesel,Tata
Volkswagen Polo 1.0,2020,808000,5000,Petrol,Volkswagen
Maruti Swift Dzire,2014,550000,30000,Petrol,Maruti
Maruti Alto LXi,2010,215000,64000,Petrol,Maruti
Ford Figo 1.2P,2016,512000,10500,Petrol,Ford
Maruti Alto LXi,2011,215000,50000,Petrol,Maruti
Tata Safari DICOR,2012,525000,135000,Diesel,Tata
Mahindra Scorpio LX,2011,550000,70000,Diesel,Mahindra
Maruti Vitara Brezza,2016,750000,80000,Diesel,Maruti
Maruti Celerio X,2017,395000,25000,Petrol,Maruti
Hyundai i20 2015-2017,2017,675000,5000,Petrol,Hyundai
Hyundai Santro Xing,2008,140000,80000,Petrol,Hyundai
Mahindra Scorpio VLX,2011,430000,120000,Diesel,Mahindra
Maruti Wagon R,2014,300000,10000,Petrol,Maruti
Chevrolet Sail Hatchback,2013,355000,68000,Diesel,Chevrolet
Maruti Alto 800,2015,180000,35000,Petrol,Maruti
Tata Indica GLS,2007,125000,50000,Petrol,Tata
Maruti S-Cross 2017-2020,2018,810000,29700,Diesel,Maruti
Hyundai i20 1.4,2018,671000,20000,Petrol,Hyundai
Maruti Alto 800,2018,295000,20000,Petrol,Maruti
Maruti Ertiga SHVS,2017,850000,40000,Diesel,Maruti
Maruti Swift ZDi,2013,409999,90000,Diesel,Maruti
Maruti Ertiga VXI,2015,600000,90000,Petrol,Maruti
Mahindra Bolero 2011-2019,2015,600000,80000,Diesel,Mahindra
Maruti Wagon R,2012,220000,60000,Petrol,Maruti
Maruti Swift Dzire,2013,550000,56000,Diesel,Maruti
Mahindra Scorpio EX,2014,650000,50000,Diesel,Mahindra
Mahindra Scorpio 2009-2014,2014,655000,50000,Diesel,Mahindra
Tata Sumo GX,2006,130000,74000,Diesel,Tata
Renault Duster 110PS,2014,400000,123000,Diesel,Renault
Maruti Alto LXi,2009,155000,54000,Petrol,Maruti
Tata Indigo CS,2013,250000,50000,Petrol,Tata
Hyundai Grand i10,2014,400000,80000,Petrol,Hyundai
Hyundai Santro Sportz,2018,565000,10000,Petrol,Hyundai
Ford EcoSport 1.5,2018,900000,40000,Diesel,Ford
Mahindra Bolero Power,2017,650000,120000,Diesel,Mahindra
Mahindra Bolero 2011-2019,2013,600000,45000,Diesel,Mahindra
Maruti Swift Dzire,2018,800000,35000,Diesel,Maruti
Hyundai i20 Sportz,2015,575000,60000,Diesel,Hyundai
Ford Figo 1.5P,2016,550000,40000,Petrol,Ford
Maruti SX4 Vxi,2011,190000,80000,Petrol,Maruti
Ford EcoSport 1.5,2017,750000,37000,Diesel,Ford
Maruti Baleno Delta,2018,625000,22000,Petrol,Maruti
Hyundai i20 1.4,2018,799000,60000,Diesel,Hyundai
Maruti Wagon R,2013,300000,57000,Petrol,Maruti
Maruti Ciaz 1.4,2017,850000,27000,Petrol,Maruti
Chevrolet Spark 1.0,2012,130000,70000,Petrol,Chevrolet
Maruti Alto K10,2011,229999,40000,Petrol,Maruti
